Scenario,Policy,Metric,Time,DeltaValue,NormalizedDelta
Hump vol,Optimal V,V,2.25,103.40826081878818,0.4105606930059147
Hump vol,Optimal V,V,2.5,105.40815897622284,0.4185008669045598
Hump vol,Optimal V,V,2.75,99.98771091642976,0.396980120938906
Hump vol,Optimal V,V,3.0,109.92567019041796,0.4364366925347009
Hump vol,Optimal V,V,3.25,105.25549751757129,0.4178947567759975
Hump vol,Optimal V,V,3.5,107.77416786767844,0.4278946062677662
Hump vol,Optimal V,V,3.75,91.29618894846584,0.36247226581989733
Hump vol,Optimal V,V,4.0,94.81597927222859,0.3764468510524244
Hump vol,Optimal V,V,4.25,84.55846552944357,0.3357215558254269
Hump vol,Optimal V,V,4.5,84.64050131501568,0.3360472616124606
Hump vol,Optimal V,V,4.75,79.29074663719733,0.31480718881222575
Hump vol,Optimal V,V,5.0,73.12648166015045,0.2903332746315838
Hump vol,Optimal V,V,5.25,66.99964316933294,0.2660079544220758
Hump vol,Optimal V,V,5.5,60.30614089852594,0.2394328151713063
Hump vol,Optimal V,V,5.75,52.730896332993055,0.2093569040797874
Hump vol,Optimal V,V,6.0,43.95817411850186,0.1745266605053254
Hump vol,Optimal V,V,6.25,34.26510045050603,0.13604235556702302
Hump vol,Optimal V,V,6.5,23.936240749713775,0.09503379625908369
Hump vol,Optimal V,V,6.75,12.5,0.04962861401921482
Hump vol,Optimal V,V,7.0,0.0,0.0
Whipsaw,Passive q,dK_0.5y,0.0,47.90547179127196,0.9999999999999791
Whipsaw,Passive q,dK_0.5y,0.25,47.90547179127193,0.9999999999999785
Whipsaw,Passive q,dK_0.5y,0.5,47.90547179127192,0.9999999999999784
Whipsaw,Passive q,dK_0.5y,0.75,47.90547179127194,0.9999999999999788
Whipsaw,Passive q,dK_0.5y,1.0,47.90547179127192,0.9999999999999784
Whipsaw,Passive q,dK_0.5y,1.25,47.90547179127193,0.9999999999999785
Whipsaw,Passive q,dK_0.5y,1.5,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,1.75,47.90547179127193,0.9999999999999785
Whipsaw,Passive q,dK_0.5y,2.0,47.90547179127192,0.9999999999999784
Whipsaw,Passive q,dK_0.5y,2.25,47.90547179127193,0.9999999999999785
Whipsaw,Passive q,dK_0.5y,2.5,47.90547179127196,0.9999999999999791
Whipsaw,Passive q,dK_0.5y,2.75,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,3.0,47.90547179127194,0.9999999999999788
Whipsaw,Passive q,dK_0.5y,3.25,47.905471791271935,0.9999999999999787
Whipsaw,Passive q,dK_0.5y,3.5,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,3.75,47.90547179127194,0.9999999999999788
Whipsaw,Passive q,dK_0.5y,4.0,47.90547179127192,0.9999999999999784
Whipsaw,Passive q,dK_0.5y,4.25,47.905471791271935,0.9999999999999787
Whipsaw,Passive q,dK_0.5y,4.5,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,4.75,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,5.0,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,5.25,47.905471791271935,0.9999999999999787
Whipsaw,Passive q,dK_0.5y,5.5,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,5.75,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,6.0,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,6.25,47.90547179127195,0.9999999999999789
Whipsaw,Passive q,dK_0.5y,6.5,47.90547179127193,0.9999999999999785
Whipsaw,Passive q,dK_0.5y,6.75,25.000000000000004,0.5218610539715905
Whipsaw,Passive q,dK_0.5y,7.0,0.0,0.0
Whipsaw,Passive q,dK_1y,0.0,88.52330898856503,0.9999999999999888
Whipsaw,Passive q,dK_1y,0.25,88.1846846129604,0.9961747433588438
Whipsaw,Passive q,dK_1y,0.5,89.45942705836393,1.010574820129225
Whipsaw,Passive q,dK_1y,0.75,88.38583162680968,0.9984469925116094
Whipsaw,Passive q,dK_1y,1.0,89.45337365350592,1.010506438084686
Whipsaw,Passive q,dK_1y,1.25,88.18703077154012,0.9962012466448883
Whipsaw,Passive q,dK_1y,1.5,88.88004317515535,1.0040298333926423
Whipsaw,Passive q,dK_1y,1.75,88.20143171527317,0.9963639263266307
Whipsaw,Passive q,dK_1y,2.0,89.46332654251997,1.0106188704951748
Whipsaw,Passive q,dK_1y,2.25,88.20387486686974,0.9963915252903893
Whipsaw,Passive q,dK_1y,2.5,88.43825214794443,0.9990391588205024
Whipsaw,Passive q,dK_1y,2.75,88.14819260900433,0.9957625129036901
Whipsaw,Passive q,dK_1y,3.0,88.81542393174138,1.003299864708097
Whipsaw,Passive q,dK_1y,3.25,88.22251039884057,0.9966020408278647
Whipsaw,Passive q,dK_1y,3.5,88.57087102015274,1.000537282577099
Whipsaw,Passive q,dK_1y,3.75,88.15615377550441,0.9958524459008977
Whipsaw,Passive q,dK_1y,4.0,89.04013026661256,1.005838250783342
Whipsaw,Passive q,dK_1y,4.25,88.24073148249538,0.9968078745666054
Whipsaw,Passive q,dK_1y,4.5,89.5844131087425,1.011986720020978
Whipsaw,Passive q,dK_1y,4.75,88.80935248996487,1.0032312789102336
Whipsaw,Passive q,dK_1y,5.0,90.4807097635408,1.0221116991370893
Whipsaw,Passive q,dK_1y,5.25,89.45089332675383,1.0104784191732779
Whipsaw,Passive q,dK_1y,5.5,90.97141923550475,1.027654978953113
Whipsaw,Passive q,dK_1y,5.75,89.14293697123738,1.0069996025877364
Whipsaw,Passive q,dK_1y,6.0,91.76454185117873,1.0366144566854292
Whipsaw,Passive q,dK_1y,6.25,69.12040871457944,0.7808159173479073
Whipsaw,Passive q,dK_1y,6.5,47.90547179127193,0.5411622355583157
Whipsaw,Passive q,dK_1y,6.75,25.000000000000004,0.2824114946180908
Whipsaw,Passive q,dK_1y,7.0,0.0,0.0
Whipsaw,Passive q,dK_3y,0.0,222.24866485454163,0.9999999999999956
Whipsaw,Passive q,dK_3y,0.25,208.55143163035913,0.9383697839843129
Whipsaw,Passive q,dK_3y,0.5,243.74832913424035,1.0967369783470637
Whipsaw,Passive q,dK_3y,0.75,217.76662430873174,0.9798332172265498
Whipsaw,Passive q,dK_3y,1.0,243.4232453906743,1.0952742755507217
Whipsaw,Passive q,dK_3y,1.25,208.95106016530295,0.9401678984306039
Whipsaw,Passive q,dK_3y,1.5,231.05663804197854,1.0396311635581728
Whipsaw,Passive q,dK_3y,1.75,210.3857466597302,0.9466232195249565
Whipsaw,Passive q,dK_3y,2.0,243.73033276872772,1.0966560043375038
Whipsaw,Passive q,dK_3y,2.25,210.66615348249354,0.9478849000976919
Whipsaw,Passive q,dK_3y,2.5,219.33325042929286,0.9868821959980824
Whipsaw,Passive q,dK_3y,2.75,203.73424271016023,0.9166950129644211
Whipsaw,Passive q,dK_3y,3.0,229.4859791031008,1.0325640392633848
Whipsaw,Passive q,dK_3y,3.25,211.1630541575139,0.9501206870948626
Whipsaw,Passive q,dK_3y,3.5,222.61784749797044,1.001661124235187
Whipsaw,Passive q,dK_3y,3.75,204.69473718659498,0.9210167238600225
Whipsaw,Passive q,dK_3y,4.0,235.638827609972,1.0602485633116985
Whipsaw,Passive q,dK_3y,4.25,197.48049419621736,0.8885564929061079
Whipsaw,Passive q,dK_3y,4.5,207.47514897385952,0.9335270882713645
Whipsaw,Passive q,dK_3y,4.75,177.7113645498052,0.7996059938812852
Whipsaw,Passive q,dK_3y,5.0,174.69603537535363,0.7860386270022758
Whipsaw,Passive q,dK_3y,5.25,147.3139274469302,0.662833801693901
Whipsaw,Passive q,dK_3y,5.5,133.78317591515054,0.6019526641598004
Whipsaw,Passive q,dK_3y,5.75,108.3801624121327,0.48765270415939455
Whipsaw,Passive q,dK_3y,6.0,91.76454185117873,0.41289130763164233
Whipsaw,Passive q,dK_3y,6.25,69.12040871457944,0.31100483217668545
Whipsaw,Passive q,dK_3y,6.5,47.90547179127193,0.21554897449046598
Whipsaw,Passive q,dK_3y,6.75,25.000000000000004,0.11248661501009247
Whipsaw,Passive q,dK_3y,7.0,0.0,0.0
Whipsaw,Passive q,MtM,0.0,644.18079456557,0.9999999999999984
Whipsaw,Passive q,MtM,0.25,603.9348206035296,0.9375237909891696
Whipsaw,Passive q,MtM,0.5,622.3964301842577,0.9661828409584853
Whipsaw,Passive q,MtM,0.75,576.3334468543735,0.8946765437846481
Whipsaw,Passive q,MtM,1.0,574.0601542768023,0.8911475770772438
Whipsaw,Passive q,MtM,1.25,522.2500576457182,0.8107196955443516
Whipsaw,Passive q,MtM,1.5,520.2827885804936,0.8076657872598749
Whipsaw,Passive q,MtM,1.75,484.1416620219243,0.7515617759893394
Whipsaw,Passive q,MtM,2.0,483.1492358510543,0.7500211740663353
Whipsaw,Passive q,MtM,2.25,441.4703197652961,0.6853205241286636
Whipsaw,Passive q,MtM,2.5,425.766830410139,0.6609430675394038
Whipsaw,Passive q,MtM,2.75,391.4855881258625,0.6077262647823526
Whipsaw,Passive q,MtM,3.0,385.3182516112602,0.5981523430407685
Whipsaw,Passive q,MtM,3.25,356.0675404255127,0.5527447316488859
Whipsaw,Passive q,MtM,3.5,337.12274557878084,0.5233356045737642
Whipsaw,Passive q,MtM,3.75,306.8345745107626,0.4763174827614796
Whipsaw,Passive q,MtM,4.0,294.09784974731184,0.45654551055911013
Whipsaw,Passive q,MtM,4.25,265.1442638404336,0.41159914433531697
Whipsaw,Passive q,MtM,4.5,247.63824522368608,0.38442351481572934
Whipsaw,Passive q,MtM,4.75,220.30007351035127,0.3419848517199576
Whipsaw,Passive q,MtM,5.0,199.3295312875205,0.30943103701492114
Whipsaw,Passive q,MtM,5.25,172.8244019975394,0.268285555011137
Whipsaw,Passive q,MtM,5.5,149.58376034469222,0.23220773051076446
Whipsaw,Passive q,MtM,5.75,123.66665955466041,0.1919750799743416
Whipsaw,Passive q,MtM,6.0,99.98651370543911,0.15521498707962725
Whipsaw,Passive q,MtM,6.25,74.58500025087731,0.11578271330050546
Whipsaw,Passive q,MtM,6.5,49.98209334120129,0.07759016375970773
Whipsaw,Passive q,MtM,6.75,25.014132651499168,0.03883091961530528
Whipsaw,Passive q,MtM,7.0,0.0,0.0
Whipsaw,Passive q,V,0.0,251.87082587396654,0.999999999999996
Whipsaw,Passive q,V,0.25,258.157566691474,1.0249601786776699
Whipsaw,Passive q,V,0.5,230.10232574816985,0.9135727607583646
Whipsaw,Passive q,V,0.75,249.64538128303366,0.9911643415500314
Whipsaw,Passive q,V,1.0,231.89441033486276,0.9206878546977859
Whipsaw,Passive q,V,1.25,252.71718781891397,1.0033603016229038
Whipsaw,Passive q,V,1.5,241.04517602192715,0.9570190401588734
Whipsaw,Passive q,V,1.75,245.2199107037847,0.9735939438515565
Whipsaw,Passive q,V,2.0,224.21203545430487,0.8901866052819364
Whipsaw,Passive q,V,2.25,239.0325274024094,0.9490282432393253
Whipsaw,Passive q,V,2.5,233.10347993176293,0.92548821056554
Whipsaw,Passive q,V,2.75,235.3093546710791,0.9342461710465206
Whipsaw,Passive q,V,3.0,221.84184465282746,0.8807762625268631
Whipsaw,Passive q,V,3.25,217.3533901175272,0.8629558003128462
Whipsaw,Passive q,V,3.5,212.09938428864837,0.8420958781259557
Whipsaw,Passive q,V,3.75,205.35534860213346,0.815320106604527
Whipsaw,Passive q,V,4.0,194.0312221589731,0.7703600505763358
Whipsaw,Passive q,V,4.25,184.64932330860165,0.7331111996313439
Whipsaw,Passive q,V,4.5,173.67692109024645,0.6895475904666777
Whipsaw,Passive q,V,4.75,167.25975945844064,0.6640696034487733
Whipsaw,Passive q,V,5.0,152.30927076047834,0.604711840809589
Whipsaw,Passive q,V,5.25,142.97513894715988,0.5676526388121764
Whipsaw,Passive q,V,5.5,129.529236602138,0.5142685190024848
Whipsaw,Passive q,V,5.75,107.27329741171249,0.42590600574514526
Whipsaw,Passive q,V,6.0,91.51780186858062,0.36335213318582116
Whipsaw,Passive q,V,6.25,68.74542226031947,0.27293920215562667
Whipsaw,Passive q,V,6.5,47.82628524666924,0.18988418003838525
Whipsaw,Passive q,V,6.75,25.000000000000004,0.09925722803842965
Whipsaw,Passive q,V,7.0,0.0,0.0
Whipsaw,CAR-target,dK_0.5y,0.0,54.690075737217185,0.9999999999999817
Whipsaw,CAR-target,dK_0.5y,0.25,66.18698363457405,1.2102192718217775
Whipsaw,CAR-target,dK_0.5y,0.5,71.16610038719261,1.3012616901307748
Whipsaw,CAR-target,dK_0.5y,0.75,75.0741720279627,1.3727202059234405
Whipsaw,CAR-target,dK_0.5y,1.0,77.15686660944483,1.4108019703643844
Whipsaw,CAR-target,dK_0.5y,1.25,58.11732148022716,1.0626666848931905
Whipsaw,CAR-target,dK_0.5y,1.5,74.60235413306867,1.3640930850329689
Whipsaw,CAR-target,dK_0.5y,1.75,61.70228902049544,1.1282172896773892
Whipsaw,CAR-target,dK_0.5y,2.0,76.91349058977401,1.4063518756005697
Whipsaw,CAR-target,dK_0.5y,2.25,62.151659453336535,1.1364339620221173
Whipsaw,CAR-target,dK_0.5y,2.5,68.08544596520778,1.2449323766226503
Whipsaw,CAR-target,dK_0.5y,2.75,57.81292609733484,1.0571008600376002
Whipsaw,CAR-target,dK_0.5y,3.0,77.14348863134633,1.4105573560002942
Whipsaw,CAR-target,dK_0.5y,3.25,73.22040711532206,1.3388243868437988
Whipsaw,CAR-target,dK_0.5y,3.5,77.49314782446393,1.4169508229758694
Whipsaw,CAR-target,dK_0.5y,3.75,62.09792578730548,1.1354514498330825
Whipsaw,CAR-target,dK_0.5y,4.0,78.96255663718459,1.44381874723659
Whipsaw,CAR-target,dK_0.5y,4.25,75.23856060753647,1.3757260269496105
Whipsaw,CAR-target,dK_0.5y,4.5,78.60406095229179,1.4372637063071287
Whipsaw,CAR-target,dK_0.5y,4.75,70.90265021494305,1.296444542436275
Whipsaw,CAR-target,dK_0.5y,5.0,62.99488269140795,1.1518521750471467
Whipsaw,CAR-target,dK_0.5y,5.25,53.08853347081704,0.970716034951269
Whipsaw,CAR-target,dK_0.5y,5.5,40.96280667208131,0.7489989019014088
Whipsaw,CAR-target,dK_0.5y,5.75,38.684108067889454,0.7073332327013728
Whipsaw,CAR-target,dK_0.5y,6.0,31.38171231382686,0.5738099991781633
Whipsaw,CAR-target,dK_0.5y,6.25,26.79733029837883,0.48998524754542383
Whipsaw,CAR-target,dK_0.5y,6.5,21.80061795557241,0.3986210964549178
Whipsaw,CAR-target,dK_0.5y,6.75,10.072240828598263,0.1841694437761367
Whipsaw,CAR-target,dK_0.5y,7.0,0.0,0.0
Whipsaw,CAR-target,dK_1y,0.0,116.34753796700925,0.9999999999999915
Whipsaw,CAR-target,dK_1y,0.25,137.55950716819189,1.1823155828806295
Whipsaw,CAR-target,dK_1y,0.5,170.51611316921017,1.4655756034782546
Whipsaw,CAR-target,dK_1y,0.75,163.07400644812523,1.401611149643442
Whipsaw,CAR-target,dK_1y,1.0,182.458029257771,1.5682156446619957
Whipsaw,CAR-target,dK_1y,1.25,117.55686655530108,1.0103941055343495
Whipsaw,CAR-target,dK_1y,1.5,175.39864391218396,1.5075406577311277
Whipsaw,CAR-target,dK_1y,1.75,125.95231859056003,1.0825525042590345
Whipsaw,CAR-target,dK_1y,2.0,181.682587599791,1.5615507708577914
Whipsaw,CAR-target,dK_1y,2.25,127.00870384017882,1.0916320711160343
Whipsaw,CAR-target,dK_1y,2.5,150.04961272152792,1.2896672791140087
Whipsaw,CAR-target,dK_1y,2.75,113.61735136823279,0.9765342125284028
Whipsaw,CAR-target,dK_1y,3.0,182.42518514224724,1.5679333514901965
Whipsaw,CAR-target,dK_1y,3.25,153.15090617539244,1.3163227073942692
Whipsaw,CAR-target,dK_1y,3.5,176.89102696633478,1.5203675991535923
Whipsaw,CAR-target,dK_1y,3.75,124.20235864260792,1.0675117051280008
Whipsaw,CAR-target,dK_1y,4.0,184.4707365027024,1.585514740801891
Whipsaw,CAR-target,dK_1y,4.25,158.9491367799613,1.3661581461657617
Whipsaw,CAR-target,dK_1y,4.5,184.51198275924952,1.5858692498638602
Whipsaw,CAR-target,dK_1y,4.75,162.15894333808887,1.3937462379656733
Whipsaw,CAR-target,dK_1y,5.0,135.4331009249936,1.1640392507780868
Whipsaw,CAR-target,dK_1y,5.25,110.39579899814143,0.9488451661903117
Whipsaw,CAR-target,dK_1y,5.5,81.95792124388373,0.7044233395563771
Whipsaw,CAR-target,dK_1y,5.75,71.38471947117243,0.6135473145242937
Whipsaw,CAR-target,dK_1y,6.0,56.77747688943763,0.48799895452481856
Whipsaw,CAR-target,dK_1y,6.25,35.6291763006754,0.30623059948873066
Whipsaw,CAR-target,dK_1y,6.5,21.80061795557241,0.1873749830594083
Whipsaw,CAR-target,dK_1y,6.75,10.072240828598263,0.08657029623999604
Whipsaw,CAR-target,dK_1y,7.0,0.0,0.0
Whipsaw,CAR-target,dK_3y,0.0,416.1480723314555,0.9999999999999976
Whipsaw,CAR-target,dK_3y,0.25,440.1106879381066,1.0575819454657094
Whipsaw,CAR-target,dK_3y,0.5,541.6296905196274,1.3015311773166796
Whipsaw,CAR-target,dK_3y,0.75,511.1494961515288,1.2282875498805743
Whipsaw,CAR-target,dK_3y,1.0,572.3200515470447,1.3752798333070235
Whipsaw,CAR-target,dK_3y,1.25,391.1548454724045,0.9399415051497696
Whipsaw,CAR-target,dK_3y,1.5,564.7819279130562,1.3571657913705646
Whipsaw,CAR-target,dK_3y,1.75,410.988063127635,0.9876005452220101
Whipsaw,CAR-target,dK_3y,2.0,568.2915403751234,1.3655993579191366
Whipsaw,CAR-target,dK_3y,2.25,413.9386620308746,0.9946908073172037
Whipsaw,CAR-target,dK_3y,2.5,487.0027949633961,1.1702632484513942
Whipsaw,CAR-target,dK_3y,2.75,367.5110762810151,0.8831257446947809
Whipsaw,CAR-target,dK_3y,3.0,581.4725757911467,1.397273265098802
Whipsaw,CAR-target,dK_3y,3.25,475.935696899061,1.143669113334218
Whipsaw,CAR-target,dK_3y,3.5,557.991255907977,1.3408478688411278
Whipsaw,CAR-target,dK_3y,3.75,397.8194995033239,0.9559566076434107
Whipsaw,CAR-target,dK_3y,4.0,571.0232629722163,1.3721636622586677
Whipsaw,CAR-target,dK_3y,4.25,452.4482948738994,1.087229101745136
Whipsaw,CAR-target,dK_3y,4.5,479.12390378825853,1.151330345239813
Whipsaw,CAR-target,dK_3y,4.75,383.74426919442647,0.9221339583396632
Whipsaw,CAR-target,dK_3y,5.0,264.6612394780306,0.6359785304189307
Whipsaw,CAR-target,dK_3y,5.25,193.65359168376142,0.46534780420541955
Whipsaw,CAR-target,dK_3y,5.5,118.79845979278792,0.28547160900499496
Whipsaw,CAR-target,dK_3y,5.75,86.79378736289061,0.2085646747722058
Whipsaw,CAR-target,dK_3y,6.0,56.77747688943763,0.13643575607918498
Whipsaw,CAR-target,dK_3y,6.25,35.6291763006754,0.08561658378246005
Whipsaw,CAR-target,dK_3y,6.5,21.80061795557241,0.052386684944700404
Whipsaw,CAR-target,dK_3y,6.75,10.072240828598263,0.024203502306688215
Whipsaw,CAR-target,dK_3y,7.0,0.0,0.0
Whipsaw,CAR-target,MtM,0.0,644.18079456557,0.9999999999999984
Whipsaw,CAR-target,MtM,0.25,664.3283026638826,1.0312761700880866
Whipsaw,CAR-target,MtM,0.5,746.8757162211093,1.1594194091501824
Whipsaw,CAR-target,MtM,0.75,749.2334809106856,1.1630795069200426
Whipsaw,CAR-target,MtM,1.0,732.6604360421788,1.1373521878066508
Whipsaw,CAR-target,MtM,1.25,667.1686260136006,1.035685372246362
Whipsaw,CAR-target,MtM,1.5,656.9276741498112,1.0197877361321157
Whipsaw,CAR-target,MtM,1.75,618.4637578822069,0.9600779208254612
Whipsaw,CAR-target,MtM,2.0,613.9834140832663,0.9531228177911304
Whipsaw,CAR-target,MtM,2.25,566.08451789303,0.8787665243494129
Whipsaw,CAR-target,MtM,2.5,538.8041915171113,0.8364176579968912
Whipsaw,CAR-target,MtM,2.75,499.54968061036953,0.7754805558077229
Whipsaw,CAR-target,MtM,3.0,492.1796033040757,0.7640395483010273
Whipsaw,CAR-target,MtM,3.25,463.60752681966716,0.7196854217492147
Whipsaw,CAR-target,MtM,3.5,435.5043738589471,0.6760592329559387
Whipsaw,CAR-target,MtM,3.75,398.4324315254611,0.6185102612290078
Whipsaw,CAR-target,MtM,4.0,380.98495926864894,0.5914255166914458
Whipsaw,CAR-target,MtM,4.25,348.8344609059386,0.5415163939204196
Whipsaw,CAR-target,MtM,4.5,321.4112244222326,0.49894567974350906
Whipsaw,CAR-target,MtM,4.75,287.0266819574825,0.445568517998197
Whipsaw,CAR-target,MtM,5.0,239.77142676519713,0.37221138659822445
Whipsaw,CAR-target,MtM,5.25,190.6062413173854,0.29588935734404864
Whipsaw,CAR-target,MtM,5.5,150.016002536378,0.23287872566512524
Whipsaw,CAR-target,MtM,5.75,111.65734487744268,0.17333230953081
Whipsaw,CAR-target,MtM,6.0,80.27813530830058,0.12462050403480182
Whipsaw,CAR-target,MtM,6.25,52.425023464379116,0.08138246887620117
Whipsaw,CAR-target,MtM,6.5,30.133685918242534,0.04677830536466768
Whipsaw,CAR-target,MtM,6.75,12.579347992526028,0.019527666919982322
Whipsaw,CAR-target,MtM,7.0,0.0,0.0
Whipsaw,CAR-target,V,0.0,251.87082587396654,0.999999999999996
Whipsaw,CAR-target,V,0.25,288.36537049929103,1.1448938935213753
Whipsaw,CAR-target,V,0.5,322.809615973328,1.2816475066265007
Whipsaw,CAR-target,V,0.75,514.1995732067624,2.041520971801872
Whipsaw,CAR-target,V,1.0,479.8872048740971,1.9052909490765144
Whipsaw,CAR-target,V,1.25,383.8880947104397,1.5241467263164956
Whipsaw,CAR-target,V,1.5,462.4501731997245,1.8360608919078534
Whipsaw,CAR-target,V,1.75,414.5936469003757,1.6460566461469908
Whipsaw,CAR-target,V,2.0,460.7340492732929,1.8292473837515324
Whipsaw,CAR-target,V,2.25,415.6506064855803,1.650253081290033
Whipsaw,CAR-target,V,2.5,454.8160351112146,1.80575115650273
Whipsaw,CAR-target,V,2.75,334.33441378210705,1.3274042859946118
Whipsaw,CAR-target,V,3.0,455.0206938740751,1.8065637109625423
Whipsaw,CAR-target,V,3.25,433.4047121084905,1.7207420137072957
Whipsaw,CAR-target,V,3.5,444.29263457063615,1.763970213814893
Whipsaw,CAR-target,V,3.75,314.55143691336195,1.2488601481410113
Whipsaw,CAR-target,V,4.0,395.51002196059414,1.5702891376490804
Whipsaw,CAR-target,V,4.25,351.16191769643706,1.3942143417283006
Whipsaw,CAR-target,V,4.5,354.31706295575117,1.406741180628225
Whipsaw,CAR-target,V,4.75,329.23470285597233,1.3071569591815948
Whipsaw,CAR-target,V,5.0,237.31472211433186,0.942208059591152
Whipsaw,CAR-target,V,5.25,191.5824603379874,0.7606377581572408
Whipsaw,CAR-target,V,5.5,132.863990793538,0.5275084572916007
Whipsaw,CAR-target,V,5.75,103.72255047201986,0.4118085137971521
Whipsaw,CAR-target,V,6.0,71.97440496616838,0.2857591970662903
Whipsaw,CAR-target,V,6.25,48.936185914427895,0.19429080658557432
Whipsaw,CAR-target,V,6.5,29.082757827254074,0.11546695702584729
Whipsaw,CAR-target,V,6.75,12.572240828598263,0.04991543099512934
Whipsaw,CAR-target,V,7.0,0.0,0.0
Whipsaw,MtM-band,dK_0.5y,0.0,42.962365695779006,0.9999999999999767
Whipsaw,MtM-band,dK_0.5y,0.25,-56.693519123839074,-1.3196088764126834
Whipsaw,MtM-band,dK_0.5y,0.5,147.9477484663411,3.4436592601527365
Whipsaw,MtM-band,dK_0.5y,0.75,50.7183735899201,1.1805302796652541
Whipsaw,MtM-band,dK_0.5y,1.0,115.54481692406166,2.6894426098935957
Whipsaw,MtM-band,dK_0.5y,1.25,-45.99474323246049,-1.0705821825118522
Whipsaw,MtM-band,dK_0.5y,1.5,32.85396406199536,0.7647149669233055
Whipsaw,MtM-band,dK_0.5y,1.75,13.321222534756394,0.31006724883552855
Whipsaw,MtM-band,dK_0.5y,2.0,92.35578771090661,2.1496904608299605
Whipsaw,MtM-band,dK_0.5y,2.25,32.670861644241356,0.7604530410542654
Whipsaw,MtM-band,dK_0.5y,2.5,38.68850941244837,0.9005209276976235
Whipsaw,MtM-band,dK_0.5y,2.75,-51.881263048917646,-1.2075979106060657
Whipsaw,MtM-band,dK_0.5y,3.0,56.55301114391729,1.3163383865863845
Whipsaw,MtM-band,dK_0.5y,3.25,28.442916007161966,0.6620425934774765
Whipsaw,MtM-band,dK_0.5y,3.5,49.05527652134087,1.1418197235390914
Whipsaw,MtM-band,dK_0.5y,3.75,31.975767728406787,0.7442739060234669
Whipsaw,MtM-band,dK_0.5y,4.0,56.850044338797765,1.3232521863753393
Whipsaw,MtM-band,dK_0.5y,4.25,44.600197504927436,1.038122477257073
Whipsaw,MtM-band,dK_0.5y,4.5,56.7419796179737,1.3207368518709666
Whipsaw,MtM-band,dK_0.5y,4.75,44.49345978910927,1.0356380303675794
Whipsaw,MtM-band,dK_0.5y,5.0,47.64158217807624,1.108914311549558
Whipsaw,MtM-band,dK_0.5y,5.25,44.32724449275796,1.0317691722714426
Whipsaw,MtM-band,dK_0.5y,5.5,44.32695037790029,1.0317623263994125
Whipsaw,MtM-band,dK_0.5y,5.75,44.166010224651814,1.0280162535134798
Whipsaw,MtM-band,dK_0.5y,6.0,44.16601022465182,1.02801625351348
Whipsaw,MtM-band,dK_0.5y,6.25,44.166010224651814,1.0280162535134798
Whipsaw,MtM-band,dK_0.5y,6.5,44.166010224651785,1.0280162535134794
Whipsaw,MtM-band,dK_0.5y,6.75,23.048520645557318,0.5364816455584815
Whipsaw,MtM-band,dK_0.5y,7.0,0.0,0.0
Whipsaw,MtM-band,dK_1y,0.0,74.62998238932434,0.9999999999999867
Whipsaw,MtM-band,dK_1y,0.25,-38.724737334641,-0.5188898093613911
Whipsaw,MtM-band,dK_1y,0.5,187.88962407282375,2.517615816826167
Whipsaw,MtM-band,dK_1y,0.75,82.5633863604357,1.1063031735653353
Whipsaw,MtM-band,dK_1y,1.0,138.23316759668376,1.8522470885167444
Whipsaw,MtM-band,dK_1y,1.25,-18.53894527639709,-0.24841149204195442
Whipsaw,MtM-band,dK_1y,1.5,74.03519515045514,0.9920301838506762
Whipsaw,MtM-band,dK_1y,1.75,30.36014941114797,0.40680901213090087
Whipsaw,MtM-band,dK_1y,2.0,122.57849876615907,1.6424832867666874
Whipsaw,MtM-band,dK_1y,2.25,49.27474346936708,0.6602539876307819
Whipsaw,MtM-band,dK_1y,2.5,65.87744139746549,0.8827208487575395
Whipsaw,MtM-band,dK_1y,2.75,-30.35211904135008,-0.4067014096695202
Whipsaw,MtM-band,dK_1y,3.0,99.19734271452536,1.3291888801077087
Whipsaw,MtM-band,dK_1y,3.25,54.85898252808183,0.7350796659966593
Whipsaw,MtM-band,dK_1y,3.5,83.41012925508066,1.1176490545040139
Whipsaw,MtM-band,dK_1y,3.75,48.57888672348963,0.650929896647518
Whipsaw,MtM-band,dK_1y,4.0,96.98667803161139,1.2995672104765743
Whipsaw,MtM-band,dK_1y,4.25,76.03010256255268,1.018760826793758
Whipsaw,MtM-band,dK_1y,4.5,96.26480389025701,1.2898945009536302
Whipsaw,MtM-band,dK_1y,4.75,82.71271787152173,1.1083041322458158
Whipsaw,MtM-band,dK_1y,5.0,87.90804783461338,1.1779186463694955
Whipsaw,MtM-band,dK_1y,5.25,82.78103797009896,1.109219583333836
Whipsaw,MtM-band,dK_1y,5.5,84.1530332223771,1.127603551925987
Whipsaw,MtM-band,dK_1y,5.75,82.22527800323145,1.1017727107891226
