Scenario,Policy,Metric,Time,DeltaValue,NormalizedDelta
Early sell-off,Passive q,MtM,6.0,98.0235126907145,0.15216770434272348
Early sell-off,Passive q,MtM,6.25,74.15241716720577,0.11511118895932533
Early sell-off,Passive q,MtM,6.5,49.632362526353425,0.07704725590247531
Early sell-off,Passive q,MtM,6.75,24.914348336331784,0.03867601851299179
Early sell-off,Passive q,MtM,7.0,0.0,0.0
Early sell-off,Passive q,V,0.0,251.87082587396654,0.999999999999996
Early sell-off,Passive q,V,0.25,264.90921301476465,1.0517661666274971
Early sell-off,Passive q,V,0.5,277.84629290669835,1.103130114186899
Early sell-off,Passive q,V,0.75,288.1976233447037,1.1442278888183484
Early sell-off,Passive q,V,1.0,284.4571350215206,1.1293770687195777
Early sell-off,Passive q,V,1.25,286.2459444203198,1.1364791592161336
Early sell-off,Passive q,V,1.5,285.37697798843976,1.1330291112446593
Early sell-off,Passive q,V,1.75,280.6019788128102,1.1140709839623082
Early sell-off,Passive q,V,2.0,275.7506734081443,1.0948098988889086
Early sell-off,Passive q,V,2.25,268.8419328499036,1.0673802014070028
Early sell-off,Passive q,V,2.5,263.0911893344612,1.0445480869868913
Early sell-off,Passive q,V,2.75,257.1408139725621,1.0209233764184804
Early sell-off,Passive q,V,3.0,250.13553193217697,0.9931103813402395
Early sell-off,Passive q,V,3.25,241.45470045671365,0.9586449705673099
Early sell-off,Passive q,V,3.5,230.4300965844658,0.9148741057440675
Early sell-off,Passive q,V,3.75,221.11972616786016,0.8779092433615365
Early sell-off,Passive q,V,4.0,209.6184337711146,0.8322457872751193
Early sell-off,Passive q,V,4.25,198.4308696681416,0.7878279232205857
Early sell-off,Passive q,V,4.5,180.83123064595492,0.7179522678678165
Early sell-off,Passive q,V,4.75,165.15892993826503,0.6557287028586158
Early sell-off,Passive q,V,5.0,147.77740932222446,0.5867190406409757
Early sell-off,Passive q,V,5.25,134.18448580278513,0.5327512042618587
Early sell-off,Passive q,V,5.5,119.32997742713849,0.47377451125224584
Early sell-off,Passive q,V,5.75,103.6987192277436,0.41171389686724935
Early sell-off,Passive q,V,6.0,86.75630233536093,0.34444760338687463
Early sell-off,Passive q,V,6.25,68.27568410040409,0.2710742058493438
Early sell-off,Passive q,V,6.5,47.666290501985614,0.18924895464406477
Early sell-off,Passive q,V,6.75,25.000000000000007,0.09925722803842967
Early sell-off,Passive q,V,7.0,0.0,0.0
Early sell-off,CAR-target,dK_0.5y,0.0,54.690075737217185,0.9999999999999817
Early sell-off,CAR-target,dK_0.5y,0.25,66.41062941437615,1.2143086020482832
Early sell-off,CAR-target,dK_0.5y,0.5,58.87800246712328,1.0765756249822687
Early sell-off,CAR-target,dK_0.5y,0.75,60.47248428740036,1.1057304908109147
Early sell-off,CAR-target,dK_0.5y,1.0,63.197269737636496,1.1555527924535112
Early sell-off,CAR-target,dK_0.5y,1.25,68.5476751742658,1.2533841698013433
Early sell-off,CAR-target,dK_0.5y,1.5,67.04240636452577,1.2258605507635358
Early sell-off,CAR-target,dK_0.5y,1.75,67.06766050778066,1.22632231906271
Early sell-off,CAR-target,dK_0.5y,2.0,67.06766050778069,1.2263223190627106
Early sell-off,CAR-target,dK_0.5y,2.25,67.06766050778087,1.226322319062714
Early sell-off,CAR-target,dK_0.5y,2.5,67.06766050778069,1.2263223190627106
Early sell-off,CAR-target,dK_0.5y,2.75,67.06766050778069,1.2263223190627106
Early sell-off,CAR-target,dK_0.5y,3.0,67.06766050778066,1.22632231906271
Early sell-off,CAR-target,dK_0.5y,3.25,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,3.5,67.06766050778066,1.22632231906271
Early sell-off,CAR-target,dK_0.5y,3.75,67.06766050778064,1.2263223190627097
Early sell-off,CAR-target,dK_0.5y,4.0,67.06766050778069,1.2263223190627106
Early sell-off,CAR-target,dK_0.5y,4.25,67.06766050778069,1.2263223190627106
Early sell-off,CAR-target,dK_0.5y,4.5,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,4.75,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,5.0,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,5.25,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,5.5,67.0676605077807,1.2263223190627108
Early sell-off,CAR-target,dK_0.5y,5.75,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,6.0,67.0676605077807,1.2263223190627108
Early sell-off,CAR-target,dK_0.5y,6.25,67.06766050778073,1.2263223190627113
Early sell-off,CAR-target,dK_0.5y,6.5,67.06766050778072,1.226322319062711
Early sell-off,CAR-target,dK_0.5y,6.75,34.999999999999986,0.6399698579349647
Early sell-off,CAR-target,dK_0.5y,7.0,0.0,0.0
Early sell-off,CAR-target,dK_1y,0.0,116.34753796700925,0.9999999999999915
Early sell-off,CAR-target,dK_1y,0.25,133.77103992758566,1.1497539377714703
Early sell-off,CAR-target,dK_1y,0.5,114.70624010544884,0.9858931448809275
Early sell-off,CAR-target,dK_1y,0.75,113.21457166852902,0.9730723455500231
Early sell-off,CAR-target,dK_1y,1.0,117.26473237018578,1.0078832300124443
Early sell-off,CAR-target,dK_1y,1.25,127.77006544425336,1.0981759277147911
Early sell-off,CAR-target,dK_1y,1.5,122.99850165145587,1.0571646276376856
Early sell-off,CAR-target,dK_1y,1.75,123.28497137186376,1.0596268174305552
Early sell-off,CAR-target,dK_1y,2.0,123.30825583423868,1.0598269459659913
Early sell-off,CAR-target,dK_1y,2.25,123.3383049909238,1.060085216636864
Early sell-off,CAR-target,dK_1y,2.5,123.36070855166801,1.0602777738764555
Early sell-off,CAR-target,dK_1y,2.75,123.35948613372754,1.0602672672687368
Early sell-off,CAR-target,dK_1y,3.0,123.36535908499843,1.0603177449270826
Early sell-off,CAR-target,dK_1y,3.25,123.36712056748246,1.0603328847617093
Early sell-off,CAR-target,dK_1y,3.5,123.36795766475163,1.060340079561735
Early sell-off,CAR-target,dK_1y,3.75,123.36797688070065,1.0603402447216461
Early sell-off,CAR-target,dK_1y,4.0,123.36803385429158,1.0603407344061888
Early sell-off,CAR-target,dK_1y,4.25,123.36803166523694,1.0603407155913975
Early sell-off,CAR-target,dK_1y,4.5,123.36805688659895,1.0603409323674673
Early sell-off,CAR-target,dK_1y,4.75,123.36806148117562,1.0603409718575738
Early sell-off,CAR-target,dK_1y,5.0,123.3680762430369,1.0603410987348723
Early sell-off,CAR-target,dK_1y,5.25,123.36807151472786,1.060341058095344
Early sell-off,CAR-target,dK_1y,5.5,123.36807330039137,1.0603410734430132
Early sell-off,CAR-target,dK_1y,5.75,123.36807283210521,1.0603410694181221
Early sell-off,CAR-target,dK_1y,6.0,123.36807122295431,1.0603410555875683
Early sell-off,CAR-target,dK_1y,6.25,96.448656234703,0.8289703239105113
Early sell-off,CAR-target,dK_1y,6.5,67.06766050778072,0.5764424557638462
Early sell-off,CAR-target,dK_1y,6.75,34.999999999999986,0.3008228675188989
Early sell-off,CAR-target,dK_1y,7.0,0.0,0.0
Early sell-off,CAR-target,dK_3y,0.0,416.1480723314555,0.9999999999999976
Early sell-off,CAR-target,dK_3y,0.25,414.6905908869479,0.9964976854600259
Early sell-off,CAR-target,dK_3y,0.5,327.10350396715717,0.7860267191304529
Early sell-off,CAR-target,dK_3y,0.75,296.0458335830736,0.7113954221257979
Early sell-off,CAR-target,dK_3y,1.0,299.89579060791704,0.7206468335363426
Early sell-off,CAR-target,dK_3y,1.25,294.2735917636595,0.7071367412925907
Early sell-off,CAR-target,dK_3y,1.5,269.9486004424287,0.6486840103092395
Early sell-off,CAR-target,dK_3y,1.75,271.3397169596435,0.6520268505377695
Early sell-off,CAR-target,dK_3y,2.0,271.0928210025858,0.6514335618180249
Early sell-off,CAR-target,dK_3y,2.25,271.25492928744126,0.6518231065393238
Early sell-off,CAR-target,dK_3y,2.5,271.5762035938573,0.652595125750217
Early sell-off,CAR-target,dK_3y,2.75,271.4342204703339,0.6522539416069674
Early sell-off,CAR-target,dK_3y,3.0,271.5215149123338,0.6524637093502393
Early sell-off,CAR-target,dK_3y,3.25,271.6039006345174,0.652661681484826
Early sell-off,CAR-target,dK_3y,3.5,271.6929325485952,0.6528756243575611
Early sell-off,CAR-target,dK_3y,3.75,271.6116035194677,0.6526801914466939
Early sell-off,CAR-target,dK_3y,4.0,271.6344693294854,0.6527351377783916
Early sell-off,CAR-target,dK_3y,4.25,258.20539396893867,0.6204651928875965
Early sell-off,CAR-target,dK_3y,4.5,243.61240672842405,0.5853983784271621
Early sell-off,CAR-target,dK_3y,4.75,227.6817007156181,0.547117038029369
Early sell-off,CAR-target,dK_3y,5.0,210.30314231323965,0.5053565216222746
Early sell-off,CAR-target,dK_3y,5.25,191.3335137669497,0.45977267825610646
Early sell-off,CAR-target,dK_3y,5.5,170.6296133629272,0.410021395526309
Early sell-off,CAR-target,dK_3y,5.75,148.03211233502748,0.3557198078695456
Early sell-off,CAR-target,dK_3y,6.0,123.36807122295431,0.29645234334930004
Early sell-off,CAR-target,dK_3y,6.25,96.448656234703,0.23176523609577818
Early sell-off,CAR-target,dK_3y,6.5,67.06766050778072,0.16116297291018614
Early sell-off,CAR-target,dK_3y,6.75,34.999999999999986,0.08410467890410638
Early sell-off,CAR-target,dK_3y,7.0,0.0,0.0
Early sell-off,CAR-target,MtM,0.0,644.18079456557,0.9999999999999984
Early sell-off,CAR-target,MtM,0.25,647.8334430213941,1.005670222531683
Early sell-off,CAR-target,MtM,0.5,659.2977713814955,1.0234669784375041
Early sell-off,CAR-target,MtM,0.75,667.8691361114828,1.0367728155600897
Early sell-off,CAR-target,MtM,1.0,674.5288412035225,1.0471110702057145
Early sell-off,CAR-target,MtM,1.25,632.153907069533,0.9813299502290366
Early sell-off,CAR-target,MtM,1.5,583.0415091044204,0.9050898661106742
Early sell-off,CAR-target,MtM,1.75,575.9944154411227,0.8941502452422033
Early sell-off,CAR-target,MtM,2.0,556.9574119670855,0.8645979772537179
Early sell-off,CAR-target,MtM,2.25,540.4121108702374,0.8389137264402392
Early sell-off,CAR-target,MtM,2.5,527.5406638589168,0.8189326169133696
Early sell-off,CAR-target,MtM,2.75,502.258234261926,0.7796852040592795
Early sell-off,CAR-target,MtM,3.0,483.69614158204655,0.7508701682238855
Early sell-off,CAR-target,MtM,3.25,462.88902257788413,0.7185700450601789
Early sell-off,CAR-target,MtM,3.5,441.99318271460083,0.6861321952522297
Early sell-off,CAR-target,MtM,3.75,413.8030409351415,0.6423709685635787
Early sell-off,CAR-target,MtM,4.0,386.8820234615329,0.6005798787007338
Early sell-off,CAR-target,MtM,4.25,356.9437258340013,0.554104886151908
Early sell-off,CAR-target,MtM,4.5,329.338903148777,0.5112522849596592
Early sell-off,CAR-target,MtM,4.75,298.79172353840556,0.4638320888469016
Early sell-off,CAR-target,MtM,5.0,269.1610236592666,0.41783459850085425
Early sell-off,CAR-target,MtM,5.25,236.08085849098177,0.3664822988865918
Early sell-off,CAR-target,MtM,5.5,203.62067684458876,0.3160924364128373
Early sell-off,CAR-target,MtM,5.75,170.62427475908706,0.26487016719297624
Early sell-off,CAR-target,MtM,6.0,137.2329177670003,0.21303478607981285
Early sell-off,CAR-target,MtM,6.25,103.81338403408807,0.16115566454305544
Early sell-off,CAR-target,MtM,6.5,69.4853075368948,0.10786615826346543
Early sell-off,CAR-target,MtM,6.75,34.8800876708645,0.05414642591818851
Early sell-off,CAR-target,MtM,7.0,0.0,0.0
Early sell-off,CAR-target,V,0.0,251.87082587396654,0.999999999999996
Early sell-off,CAR-target,V,0.25,293.8213810847126,1.1665558329956662
Early sell-off,CAR-target,V,0.5,325.7503021448014,1.2933228809429564
Early sell-off,CAR-target,V,0.75,339.17550421157785,1.3466248146631175
Early sell-off,CAR-target,V,1.0,344.60681431792864,1.3681886860940569
Early sell-off,CAR-target,V,1.25,344.00034222093086,1.3657808165248309
Early sell-off,CAR-target,V,1.5,309.5072165183915,1.2288331347802242
Early sell-off,CAR-target,V,1.75,309.82265708567894,1.230085525033017
Early sell-off,CAR-target,V,2.0,305.41777491110184,1.2125968692536404
Early sell-off,CAR-target,V,2.25,301.9522694434362,1.19883781059474
Early sell-off,CAR-target,V,2.5,299.47944945342596,1.1890200002888824
Early sell-off,CAR-target,V,2.75,292.95148014338906,1.1631020747515144
Early sell-off,CAR-target,V,3.0,288.11600993426543,1.1439038599827138
Early sell-off,CAR-target,V,3.25,282.2111466188199,1.1204598453972363
Early sell-off,CAR-target,V,3.5,275.7709974264426,1.0948905911176643
Early sell-off,CAR-target,V,3.75,266.3901905432675,1.0576460755981532
Early sell-off,CAR-target,V,4.0,256.648517195329,1.0189688158792642
Early sell-off,CAR-target,V,4.25,244.91181718786697,0.9723707235168921
Early sell-off,CAR-target,V,4.5,233.0859473196531,0.9254186010264082
Early sell-off,CAR-target,V,4.75,218.94828219035875,0.8692879829596353
Early sell-off,CAR-target,V,5.0,203.9756308482653,0.8098422282155525
Early sell-off,CAR-target,V,5.25,185.92381700021483,0.7381713080706234
Early sell-off,CAR-target,V,5.5,166.54801487063037,0.6612437716544771
Early sell-off,CAR-target,V,5.75,145.102866857883,0.5761003337897115
Early sell-off,CAR-target,V,6.0,121.45630144888,0.48221663238462936
Early sell-off,CAR-target,V,6.25,95.58595774056572,0.3795038881890812
Early sell-off,CAR-target,V,6.5,66.7328067027799,0.2649485365016908
Early sell-off,CAR-target,V,6.75,34.999999999999986,0.13896011925380145
Early sell-off,CAR-target,V,7.0,0.0,0.0
Early sell-off,MtM-band,dK_0.5y,0.0,42.962365695779006,0.9999999999999767
Early sell-off,MtM-band,dK_0.5y,0.25,-33.00727888969142,-0.7682835513160201
Early sell-off,MtM-band,dK_0.5y,0.5,21.57582746045584,0.5022029655730791
Early sell-off,MtM-band,dK_0.5y,0.75,18.539528439364965,0.4315295058620577
Early sell-off,MtM-band,dK_0.5y,1.0,11.412167526635852,0.2656317300459275
Early sell-off,MtM-band,dK_0.5y,1.25,21.083104378761433,0.49073425164835205
Early sell-off,MtM-band,dK_0.5y,1.5,16.125486553880933,0.3753398187629333
Early sell-off,MtM-band,dK_0.5y,1.75,-12.366862562528599,-0.2878533889427634
Early sell-off,MtM-band,dK_0.5y,2.0,-14.247167259966808,-0.3316197101633591
Early sell-off,MtM-band,dK_0.5y,2.25,8.826897967414972,0.2054565158240808
Early sell-off,MtM-band,dK_0.5y,2.5,9.511254359501345,0.22138572225866954
Early sell-off,MtM-band,dK_0.5y,2.75,9.544411839078354,0.2221575019090687
Early sell-off,MtM-band,dK_0.5y,3.0,9.581094358254385,0.2230113310356066
Early sell-off,MtM-band,dK_0.5y,3.25,9.58109435825439,0.22301133103560672
Early sell-off,MtM-band,dK_0.5y,3.5,9.581094358254388,0.2230113310356067
Early sell-off,MtM-band,dK_0.5y,3.75,9.581094358254386,0.22301133103560664
Early sell-off,MtM-band,dK_0.5y,4.0,9.581094358254395,0.22301133103560686
Early sell-off,MtM-band,dK_0.5y,4.25,9.581094358254393,0.2230113310356068
Early sell-off,MtM-band,dK_0.5y,4.5,9.581094358254392,0.22301133103560677
Early sell-off,MtM-band,dK_0.5y,4.75,9.581094358254386,0.22301133103560664
Early sell-off,MtM-band,dK_0.5y,5.0,9.581094358254385,0.2230113310356066
Early sell-off,MtM-band,dK_0.5y,5.25,9.581094358254383,0.22301133103560655
Early sell-off,MtM-band,dK_0.5y,5.5,9.581094358254381,0.22301133103560652
Early sell-off,MtM-band,dK_0.5y,5.75,9.581094358254383,0.22301133103560655
Early sell-off,MtM-band,dK_0.5y,6.0,9.581094358254383,0.22301133103560655
Early sell-off,MtM-band,dK_0.5y,6.25,9.58109435825439,0.22301133103560672
Early sell-off,MtM-band,dK_0.5y,6.5,9.581094358254386,0.22301133103560664
Early sell-off,MtM-band,dK_0.5y,6.75,5.000000000000001,0.11638092826185145
Early sell-off,MtM-band,dK_0.5y,7.0,0.0,0.0
Early sell-off,MtM-band,dK_1y,0.0,74.62998238932434,0.9999999999999867
Early sell-off,MtM-band,dK_1y,0.25,-34.44579492320278,-0.46155437560614676
Early sell-off,MtM-band,dK_1y,0.5,22.96546161628763,0.3077243338539563
Early sell-off,MtM-band,dK_1y,0.75,12.613583492456089,0.16901496005525343
Early sell-off,MtM-band,dK_1y,1.0,2.8070638466336177,0.03761308467138436
Early sell-off,MtM-band,dK_1y,1.25,7.95213513902191,0.10655416073311763
Early sell-off,MtM-band,dK_1y,1.5,4.68489287429013,0.06277494278171278
Early sell-off,MtM-band,dK_1y,1.75,-9.14163474263449,-0.1224927897603532
Early sell-off,MtM-band,dK_1y,2.0,-10.04268895399164,-0.13456641194957714
Early sell-off,MtM-band,dK_1y,2.25,15.5561199428825,0.20844330180503381
Early sell-off,MtM-band,dK_1y,2.5,17.41334315438752,0.2333290535102448
Early sell-off,MtM-band,dK_1y,2.75,17.50086818142969,0.23450183989233958
Early sell-off,MtM-band,dK_1y,3.0,17.6201187314892,0.23609973052880534
Early sell-off,MtM-band,dK_1y,3.25,17.62368471596421,0.23614751272519402
Early sell-off,MtM-band,dK_1y,3.5,17.62399395210736,0.2361516563164592
Early sell-off,MtM-band,dK_1y,3.75,17.623996697242937,0.23615169309973974
Early sell-off,MtM-band,dK_1y,4.0,17.624004836327376,0.23615180215891646
Early sell-off,MtM-band,dK_1y,4.25,17.624004523605283,0.2361517979686154
Early sell-off,MtM-band,dK_1y,4.5,17.624008126656996,0.23615184624749205
Early sell-off,MtM-band,dK_1y,4.75,17.624008783025086,0.23615185504245714
Early sell-off,MtM-band,dK_1y,5.0,17.624010891862422,0.23615188329969733
Early sell-off,MtM-band,dK_1y,5.25,17.6240102163897,0.23615187424874082
Early sell-off,MtM-band,dK_1y,5.5,17.62401047148449,0.23615187766686827
Early sell-off,MtM-band,dK_1y,5.75,17.624010404586468,0.2361518767704722
Early sell-off,MtM-band,dK_1y,6.0,17.624010174707763,0.23615187369022622
Early sell-off,MtM-band,dK_1y,6.25,13.778379462100428,0.18462257421182526
Early sell-off,MtM-band,dK_1y,6.5,9.581094358254386,0.1283813026817063
Early sell-off,MtM-band,dK_1y,6.75,5.000000000000001,0.06699720192772246
Early sell-off,MtM-band,dK_1y,7.0,0.0,0.0
Early sell-off,MtM-band,dK_3y,0.0,133.75837917615615,0.9999999999999926
Early sell-off,MtM-band,dK_3y,0.25,42.008533337234574,0.3140628168192003
Early sell-off,MtM-band,dK_3y,0.5,60.35886641975328,0.4512529741427402
Early sell-off,MtM-band,dK_3y,0.75,39.4672785304232,0.29506397112098354
Early sell-off,MtM-band,dK_3y,1.0,31.396209752694396,0.23472331188572648
Early sell-off,MtM-band,dK_3y,1.25,22.291012448877865,0.16665133493821005
Early sell-off,MtM-band,dK_3y,1.5,13.643029159081168,0.10199756638134473
Early sell-off,MtM-band,dK_3y,1.75,-1.1846859284812106,-0.00885691001773431
Early sell-off,MtM-band,dK_3y,2.0,0.7651823108189886,0.005720630853423086
Early sell-off,MtM-band,dK_3y,2.25,33.40296741360849,0.2497261675817516
Early sell-off,MtM-band,dK_3y,2.5,38.15914865167451,0.28528417349779384
Early sell-off,MtM-band,dK_3y,2.75,38.42022338065012,0.2872360118094093
Early sell-off,MtM-band,dK_3y,3.0,38.76249063907221,0.28979485904223445
Early sell-off,MtM-band,dK_3y,3.25,38.78343774769559,0.28995146312754405
Early sell-off,MtM-band,dK_3y,3.5,38.789850406507284,0.28999940523667544
Early sell-off,MtM-band,dK_3y,3.75,38.79007710147647,0.29000110004615637
Early sell-off,MtM-band,dK_3y,4.0,38.79144451171565,0.2900113230336627
Early sell-off,MtM-band,dK_3y,4.25,36.88254922996977,0.27574010284167827
Early sell-off,MtM-band,dK_3y,4.5,34.80007169215073,0.2601711526895801
Early sell-off,MtM-band,dK_3y,4.75,32.52572353139233,0.2431677456898352
Early sell-off,MtM-band,dK_3y,5.0,30.04327551521631,0.2246085493877726
Early sell-off,MtM-band,dK_3y,5.25,27.333359114606406,0.20434876142307998
Early sell-off,MtM-band,dK_3y,5.5,24.375659051846736,0.18223650138392058
Early sell-off,MtM-band,dK_3y,5.75,21.147444619289647,0.15810183070055656
Early sell-off,MtM-band,dK_3y,6.0,17.624010174707763,0.13176004586222811
Early sell-off,MtM-band,dK_3y,6.25,13.778379462100428,0.10300946787008068
Early sell-off,MtM-band,dK_3y,6.5,9.581094358254386,0.07162986287114226
Early sell-off,MtM-band,dK_3y,6.75,5.000000000000001,0.0373808357337756
Early sell-off,MtM-band,dK_3y,7.0,0.0,0.0
Early sell-off,MtM-band,MtM,0.0,644.18079456557,0.9999999999999984
Early sell-off,MtM-band,MtM,0.25,588.9394936558128,0.9142456568469846
Early sell-off,MtM-band,MtM,0.5,494.47332853612164,0.7676002338281281
Early sell-off,MtM-band,MtM,0.75,410.9963914532202,0.6380140403446707
Early sell-off,MtM-band,MtM,1.0,349.26336839048776,0.542182212411389
Early sell-off,MtM-band,MtM,1.25,270.9231030297999,0.4205699786695872
Early sell-off,MtM-band,MtM,1.5,208.22911039443585,0.32324638075381223
Early sell-off,MtM-band,MtM,1.75,164.56983298317792,0.2554714986406295
Early sell-off,MtM-band,MtM,2.0,119.34801685008975,0.1852709951257967
Early sell-off,MtM-band,MtM,2.25,77.20173012431962,0.11984481806289132
Early sell-off,MtM-band,MtM,2.5,75.36295197984526,0.1169903738447671
Early sell-off,MtM-band,MtM,2.75,71.75117632313228,0.11138360057989706
Early sell-off,MtM-band,MtM,3.0,69.09944879743522,0.1072671668891265
Early sell-off,MtM-band,MtM,3.25,66.12700322541203,0.10265286358002555
Early sell-off,MtM-band,MtM,3.5,63.141883244942974,0.09801888503603282
Early sell-off,MtM-band,MtM,3.75,59.114720133591646,0.09176728122336839
Early sell-off,MtM-band,MtM,4.0,55.26886049450471,0.08579712552867626
Early sell-off,MtM-band,MtM,4.25,50.991960833428756,0.07915784087884399
Early sell-off,MtM-band,MtM,4.5,47.048414735539566,0.07303604070852274
Early sell-off,MtM-band,MtM,4.75,42.68453193405794,0.0662617269781288
Early sell-off,MtM-band,MtM,5.0,38.45157480846666,0.059690656928693464
Early sell-off,MtM-band,MtM,5.25,33.72583692728311,0.05235461412665597
Early sell-off,MtM-band,MtM,5.5,29.088668120655537,0.04515606234469104
Early sell-off,MtM-band,MtM,5.75,24.374896394155293,0.03783859531328232
Early sell-off,MtM-band,MtM,6.0,19.6047025381429,0.030433540868544696
Early sell-off,MtM-band,MtM,6.25,14.830483433441152,0.023022237791865064
Early sell-off,MtM-band,MtM,6.5,9.926472505270684,0.015409451180495061
Early sell-off,MtM-band,MtM,6.75,4.982869667266357,0.007735203702598358
Early sell-off,MtM-band,MtM,7.0,0.0,0.0
Early sell-off,MtM-band,V,0.0,251.87082587396654,0.999999999999996
Early sell-off,MtM-band,V,0.25,264.90921301476465,1.0517661666274971
Early sell-off,MtM-band,V,0.5,258.47608070626546,1.0262247714056534
Early sell-off,MtM-band,V,0.75,247.00176858422347,0.9806684348103878
Early sell-off,MtM-band,V,1.0,222.48617195392407,0.8833344282011164
Early sell-off,MtM-band,V,1.25,224.1180928035762,0.8898136257977
Early sell-off,MtM-band,V,1.5,212.21962369303876,0.8425732633251869
Early sell-off,MtM-band,V,1.75,186.3892916674302,0.7400193770782197
Early sell-off,MtM-band,V,2.0,161.24123168153838,0.6401743080884689
Early sell-off,MtM-band,V,2.25,132.26437441605077,0.5251278069109676
Early sell-off,MtM-band,V,2.5,114.13305890424115,0.45314124217527146
Early sell-off,MtM-band,V,2.75,109.4733744387488,0.4346409476321314
Early sell-off,MtM-band,V,3.0,93.94604892609766,0.3729929760626857
Early sell-off,MtM-band,V,3.25,84.32462371695362,0.33479313622113754
Early sell-off,MtM-band,V,3.5,74.38372493683761,0.29532489393614064
Early sell-off,MtM-band,V,3.75,69.66114014100623,0.2765748668957144
Early sell-off,MtM-band,V,4.0,63.17238051802356,0.25081261515231656
Early sell-off,MtM-band,V,4.25,58.504784194980765,0.23228090824721281
Early sell-off,MtM-band,V,4.5,47.59073739710456,0.18894898697365717
Early sell-off,MtM-band,V,4.75,40.02250390010872,0.15890091185128122
Early sell-off,MtM-band,V,5.0,31.20091866229869,0.12387666794689105
Early sell-off,MtM-band,V,5.25,27.940215574803833,0.1109307339500475
Early sell-off,MtM-band,V,5.5,24.159453420796737,0.09592001509887363
Early sell-off,MtM-band,V,5.75,20.78279527126736,0.08251370598064726
Early sell-off,MtM-band,V,6.0,17.352701507429515,0.06889524202422932
Early sell-off,MtM-band,V,6.25,13.65513682008082,0.05421484116986876
Early sell-off,MtM-band,V,6.5,9.533258100397124,0.03784979092881295
Early sell-off,MtM-band,V,6.75,5.000000000000001,0.01985144560768593
Early sell-off,MtM-band,V,7.0,0.0,0.0
Early sell-off,0.5y-greedy,dK_0.5y,0.0,47.90547179127196,0.9999999999999791
Early sell-off,0.5y-greedy,dK_0.5y,0.25,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,0.5,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,0.75,47.90547179127197,0.9999999999999793
Early sell-off,0.5y-greedy,dK_0.5y,1.0,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,1.25,47.894449643269766,0.9997699188090409
Early sell-off,0.5y-greedy,dK_0.5y,1.5,47.927114104546945,1.0004517712166219
Early sell-off,0.5y-greedy,dK_0.5y,1.75,46.08996512955498,0.9621023112009366
Early sell-off,0.5y-greedy,dK_0.5y,2.0,46.32166551147274,0.9669389274214654
Early sell-off,0.5y-greedy,dK_0.5y,2.25,47.828912007822005,0.9984018572286579
Early sell-off,0.5y-greedy,dK_0.5y,2.5,47.8275868536206,0.9983741953739291
Early sell-off,0.5y-greedy,dK_0.5y,2.75,47.84068080085726,0.998647524218152
Early sell-off,0.5y-greedy,dK_0.5y,3.0,47.83130325181181,0.9984517731130109
Early sell-off,0.5y-greedy,dK_0.5y,3.25,47.905471791271964,0.9999999999999792
Early sell-off,0.5y-greedy,dK_0.5y,3.5,47.90547179127192,0.9999999999999784
Early sell-off,0.5y-greedy,dK_0.5y,3.75,47.90547179127192,0.9999999999999784
Early sell-off,0.5y-greedy,dK_0.5y,4.0,47.90547179127194,0.9999999999999788
Early sell-off,0.5y-greedy,dK_0.5y,4.25,47.905471791271935,0.9999999999999787
Early sell-off,0.5y-greedy,dK_0.5y,4.5,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,4.75,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,5.0,47.90547179127194,0.9999999999999788
Early sell-off,0.5y-greedy,dK_0.5y,5.25,47.90547179127194,0.9999999999999788
Early sell-off,0.5y-greedy,dK_0.5y,5.5,47.90547179127193,0.9999999999999785
Early sell-off,0.5y-greedy,dK_0.5y,5.75,47.905471791271935,0.9999999999999787
Early sell-off,0.5y-greedy,dK_0.5y,6.0,47.905471791271935,0.9999999999999787
Early sell-off,0.5y-greedy,dK_0.5y,6.25,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,6.5,47.90547179127195,0.9999999999999789
Early sell-off,0.5y-greedy,dK_0.5y,6.75,25.000000000000007,0.5218610539715905
Early sell-off,0.5y-greedy,dK_0.5y,7.0,0.0,0.0
Early sell-off,0.5y-greedy,dK_1y,0.0,88.5232948237741,0.9999999999999888
Early sell-off,0.5y-greedy,dK_1y,0.25,88.14204250969314,0.9956931978770005
Early sell-off,0.5y-greedy,dK_1y,0.5,88.11038447818531,0.9953355741399846
Early sell-off,0.5y-greedy,dK_1y,0.75,88.10434178961209,0.9952673131406031
Early sell-off,0.5y-greedy,dK_1y,1.0,88.10663583841838,0.9952932277748342
